start,destination,km,price
Kalwa,Chinchpokli,43,20
Kalwa,Kalyan Junction,13,10
Kalwa,Lower Parel,37,20
Kalwa,Masjid,10,10
Kalwa,Mira Road,20,10
Kalwa,Andheri,21,15
Kalwa,Mumbra,4,5
Kalwa,Tilak Nagar,48,20
Kalwa,Sion,25,15
Kalwa,Dahisar,43,20
Kalwa,Prabhadevi,1,5
Kalwa,Parel,9,5
Kalwa,Chembur,27,15
Kalwa,Sanpada,29,15
Kalwa,Kanjur Marg,37,20
Kalwa,Charni Road,7,5
Kalwa,Diva Junction,24,15
Kalwa,Ram Mandir,50,20
Kalwa,Matunga,8,5
Kalwa,Mankhurd,45,20
Kalwa,Borivali,16,10
Kalwa,Guru Tegh Bahadur Nagar,40,20
Kalwa,Mumbai Central,24,15
Kalwa,Bandra,39,20
Kalwa,Sewri,6,5
Kalwa,Vidyavihar,29,15
Kalwa,Khar Road,16,10
Kalwa,Kandivli,10,10
Kalwa,Jogeshwari,24,15
Kalwa,Cotton Green,7,5
Kalwa,Panvel,20,10
Kalwa,Bhandup,24,15
Kalwa,Naigaon,9,5
Kalwa,Churchgate,48,20
Kalwa,Vashi,41,20
Kalwa,Reay Road,29,15
Kalwa,Mahim Junction,33,15
Kalwa,Thane,25,15
Kalwa,Nallasopara,27,15
Kalwa,Vasai Road,20,10
Kalwa,Virar,21,15
Reay Road,Dadar,4,5
Reay Road,Goregaon,35,15
Reay Road,Sandhurst Road,11,10
Reay Road,Dombivli,34,15
Reay Road,Vikhroli,41,20
Reay Road,Kurla,10,10
Reay Road,Grant Road,45,20
Reay Road,Santacruz,50,20
Reay Road,Byculla,2,5
Reay Road,Wadala Road,39,20
Reay Road,Marine Lines,26,15
Reay Road,Dockyard Road,50,20
Reay Road,Ghatkopar,43,20
Reay Road,Mulund,3,5
Reay Road,Nahur,36,20
Reay Road,Thakurli,1,5
Reay Road,Chunabhatti,18,10
Reay Road,Mahalaxmi,23,15
Reay Road,Currey Road,34,15
Reay Road,Bhayandar,18,10
Reay Road,Matunga Road,35,15
Reay Road,Malad,29,15
Reay Road,Chhatrapati Shivaji Maharaj Terminus,8,5
Reay Road,Kopar,30,15
Reay Road,Vile Parle,46,20
Reay Road,Chinchpokli,15,10
Reay Road,Kalyan Junction,41,20
Reay Road,Lower Parel,15,10
Reay Road,Masjid,38,20
Reay Road,Mira Road,48,20
Reay Road,Andheri,49,20
Reay Road,Mumbra,26,15
Reay Road,Tilak Nagar,26,15
Reay Road,Sion,3,5
Reay Road,Dahisar,15,10
Reay Road,Prabhadevi,29,15
Reay Road,Parel,37,20
Reay Road,Chembur,49,20
Reay Road,Sanpada,1,5
Reay Road,Kanjur Marg,15,10
Reay Road,Charni Road,29,15
Reay Road,Diva Junction,2,5
Reay Road,Ram Mandir,28,15
Reay Road,Matunga,22,15
Reay Road,Mankhurd,23,15
Reay Road,Borivali,44,20
Reay Road,Guru Tegh Bahadur Nagar,18,10
Reay Road,Mumbai Central,2,5
Reay Road,Bandra,17,10
Reay Road,Sewri,34,15
Reay Road,Vidyavihar,7,5
Reay Road,Khar Road,38,20
Reay Road,Kandivli,38,20
Reay Road,Jogeshwari,2,5
Reay Road,Cotton Green,23,15
Reay Road,Panvel,42,20
Reay Road,Bhandup,2,5
Reay Road,Naigaon,37,20
Reay Road,Churchgate,20,10
Reay Road,Vashi,19,10
Reay Road,Kalwa,29,15
Reay Road,Mahim Junction,47,20
Reay Road,Thane,3,5
Reay Road,Nallasopara,5,5
Reay Road,Vasai Road,48,20
Reay Road,Virar,49,20
Mahim Junction,Dadar,50,20
Mahim Junction,Goregaon,39,20
Mahim Junction,Sandhurst Road,15,10
Mahim Junction,Dombivli,38,20
Mahim Junction,Vikhroli,45,20
Mahim Junction,Kurla,14,10
Mahim Junction,Grant Road,41,20
Mahim Junction,Santacruz,4,5
Mahim Junction,Byculla,6,5
Mahim Junction,Wadala Road,43,20
Mahim Junction,Marine Lines,30,15
Mahim Junction,Dockyard Road,4,5
Mahim Junction,Ghatkopar,47,20
Mahim Junction,Mulund,7,5
Mahim Junction,Nahur,40,20
Mahim Junction,Thakurli,5,5
Mahim Junction,Chunabhatti,22,15
Mahim Junction,Mahalaxmi,27,15
Mahim Junction,Currey Road,38,20
Mahim Junction,Bhayandar,22,15
Mahim Junction,Matunga Road,31,15
Mahim Junction,Malad,33,15
Mahim Junction,Chhatrapati Shivaji Maharaj Terminus,4,5
Mahim Junction,Kopar,34,15
Mahim Junction,Vile Parle,50,20
Mahim Junction,Chinchpokli,11,10
Mahim Junction,Kalyan Junction,45,20
Mahim Junction,Lower Parel,19,10
Mahim Junction,Masjid,42,20
Mahim Junction,Mira Road,2,5
Mahim Junction,Andheri,3,5
Mahim Junction,Mumbra,22,15
Mahim Junction,Tilak Nagar,30,15
Mahim Junction,Sion,7,5
Mahim Junction,Dahisar,11,10
Mahim Junction,Prabhadevi,33,15
Mahim Junction,Parel,41,20
Mahim Junction,Chembur,45,20
Mahim Junction,Sanpada,47,20
Mahim Junction,Kanjur Marg,19,10
Mahim Junction,Charni Road,25,15
Mahim Junction,Diva Junction,6,5
Mahim Junction,Ram Mandir,32,15
Mahim Junction,Matunga,26,15
Mahim Junction,Mankhurd,27,15
Mahim Junction,Borivali,48,20
Mahim Junction,Guru Tegh Bahadur Nagar,22,15
Mahim Junction,Mumbai Central,6,5
Mahim Junction,Bandra,21,15
Mahim Junction,Sewri,38,20
Mahim Junction,Vidyavihar,11,10
Mahim Junction,Khar Road,34,15
Mahim Junction,Kandivli,42,20
Mahim Junction,Jogeshwari,6,5
Mahim Junction,Cotton Green,25,15
Mahim Junction,Panvel,38,20
Mahim Junction,Bhandup,6,5
Mahim Junction,Naigaon,41,20
Mahim Junction,Churchgate,16,10
Mahim Junction,Vashi,23,15
Mahim Junction,Kalwa,33,15
Mahim Junction,Reay Road,47,20
Mahim Junction,Thane,7,5
Mahim Junction,Nallasopara,9,5
Mahim Junction,Vasai Road,2,5
Mahim Junction,Virar,3,5
Thane,Dadar,6,5
Thane,Goregaon,19,10
Thane,Sandhurst Road,9,5
Thane,Dombivli,20,10
Thane,Vikhroli,13,10
Thane,Kurla,8,5
Thane,Grant Road,47,20
Thane,Santacruz,48,20
Thane,Byculla,2,5
Thane,Wadala Road,15,10
Thane,Marine Lines,28,15
Thane,Dockyard Road,4,5
Thane,Ghatkopar,11,10
Thane,Mulund,1,5
Thane,Nahur,34,15
Thane,Thakurli,3,5
Thane,Chunabhatti,16,10
Thane,Mahalaxmi,21,15
Thane,Currey Road,20,10
Thane,Bhayandar,36,20
Thane,Matunga Road,37,20
Thane,Malad,27,15
Thane,Chhatrapati Shivaji Maharaj Terminus,10,10
Thane,Kopar,24,15
Thane,Vile Parle,8,5
Thane,Chinchpokli,17,10
Thane,Kalyan Junction,39,20
Thane,Lower Parel,39,20
Thane,Masjid,36,20
Thane,Mira Road,6,5
Thane,Andheri,5,5
Thane,Mumbra,28,15
Thane,Tilak Nagar,28,15
Thane,Sion,1,5
Thane,Dahisar,17,10
Thane,Prabhadevi,27,15
Thane,Parel,17,10
Thane,Chembur,1,5
Thane,Sanpada,3,5
Thane,Kanjur Marg,39,20
Thane,Charni Road,31,15
Thane,Diva Junction,2,5
Thane,Ram Mandir,26,15
Thane,Matunga,32,15
Thane,Mankhurd,31,15
Thane,Borivali,10,10
Thane,Guru Tegh Bahadur Nagar,36,20
Thane,Mumbai Central,2,5
Thane,Bandra,37,20
Thane,Sewri,32,15
Thane,Vidyavihar,47,20
Thane,Khar Road,40,20
Thane,Kandivli,16,10
Thane,Jogeshwari,2,5
Thane,Cotton Green,31,15
Thane,Panvel,44,20
Thane,Bhandup,2,5
Thane,Naigaon,17,10
Thane,Churchgate,22,15
Thane,Vashi,35,15
Thane,Kalwa,25,15
Thane,Reay Road,3,5
Thane,Mahim Junction,7,5
Thane,Nallasopara,3,5
Thane,Vasai Road,46,20
Thane,Virar,5,5
Nallasopara,Dadar,8,5
Nallasopara,Goregaon,21,15
Nallasopara,Sandhurst Road,7,5
Nallasopara,Dombivli,22,15
Nallasopara,Vikhroli,15,10
Nallasopara,Kurla,6,5
Nallasopara,Grant Road,49,20
Nallasopara,Santacruz,6,5
Nallasopara,Byculla,4,5
Nallasopara,Wadala Road,17,10
Nallasopara,Marine Lines,30,15
Nallasopara,Dockyard Road,6,5
Nallasopara,Ghatkopar,13,10
Nallasopara,Mulund,3,5
Nallasopara,Nahur,32,15
Nallasopara,Thakurli,5,5
Nallasopara,Chunabhatti,14,10
Nallasopara,Mahalaxmi,19,10
Nallasopara,Currey Road,22,15
Nallasopara,Bhayandar,38,20
Nallasopara,Matunga Road,39,20
Nallasopara,Malad,25,15
Nallasopara,Chhatrapati Shivaji Maharaj Terminus,12,10
Nallasopara,Kopar,26,15
Nallasopara,Vile Parle,10,10
Nallasopara,Chinchpokli,19,10
Nallasopara,Kalyan Junction,37,20
Nallasopara,Lower Parel,41,20
Nallasopara,Masjid,34,15
Nallasopara,Mira Road,8,5
Nallasopara,Andheri,7,5
Nallasopara,Mumbra,30,15
Nallasopara,Tilak Nagar,30,15
Nallasopara,Sion,3,5
Nallasopara,Dahisar,19,10
Nallasopara,Prabhadevi,25,15
Nallasopara,Parel,19,10
Nallasopara,Chembur,3,5
Nallasopara,Sanpada,5,5
Nallasopara,Kanjur Marg,41,20
Nallasopara,Charni Road,33,15
Nallasopara,Diva Junction,4,5
Nallasopara,Ram Mandir,28,15
Nallasopara,Matunga,34,15
Nallasopara,Mankhurd,33,15
Nallasopara,Borivali,12,10
Nallasopara,Guru Tegh Bahadur Nagar,38,20
Nallasopara,Mumbai Central,4,5
Nallasopara,Bandra,39,20
Nallasopara,Sewri,30,15
Nallasopara,Vidyavihar,49,20
Nallasopara,Khar Road,42,20
Nallasopara,Kandivli,18,10
Nallasopara,Jogeshwari,4,5
Nallasopara,Cotton Green,33,15
Nallasopara,Panvel,46,20
Nallasopara,Bhandup,4,5
Nallasopara,Naigaon,19,10
Nallasopara,Churchgate,24,15
Nallasopara,Vashi,37,20
Nallasopara,Kalwa,27,15
Nallasopara,Reay Road,5,5
Nallasopara,Mahim Junction,9,5
Nallasopara,Thane,3,5
Nallasopara,Vasai Road,44,20
Nallasopara,Virar,7,5
Vasai Road,Dadar,1,5
Vasai Road,Goregaon,14,10
Vasai Road,Sandhurst Road,38,20
Vasai Road,Dombivli,15,10
Vasai Road,Vikhroli,8,5
Vasai Road,Kurla,39,20
Vasai Road,Grant Road,42,20
Vasai Road,Santacruz,49,20
Vasai Road,Byculla,47,20
Vasai Road,Wadala Road,10,10
Vasai Road,Marine Lines,23,15
Vasai Road,Dockyard Road,49,20
Vasai Road,Ghatkopar,6,5
Vasai Road,Mulund,46,20
Vasai Road,Nahur,13,10
Vasai Road,Thakurli,48,20
Vasai Road,Chunabhatti,21,15
Vasai Road,Mahalaxmi,26,15
Vasai Road,Currey Road,15,10
Vasai Road,Bhayandar,31,15
Vasai Road,Matunga Road,32,15
Vasai Road,Malad,20,10
Vasai Road,Chhatrapati Shivaji Maharaj Terminus,5,5
Vasai Road,Kopar,19,10
Vasai Road,Vile Parle,3,5
Vasai Road,Chinchpokli,12,10
Vasai Road,Kalyan Junction,8,5
Vasai Road,Lower Parel,34,15
Vasai Road,Masjid,11,10
Vasai Road,Mira Road,1,5
Vasai Road,Andheri,50,20
Vasai Road,Mumbra,23,15
Vasai Road,Tilak Nagar,23,15
Vasai Road,Sion,46,20
Vasai Road,Dahisar,12,10
Vasai Road,Prabhadevi,20,10
Vasai Road,Parel,12,10
Vasai Road,Chembur,46,20
Vasai Road,Sanpada,48,20
Vasai Road,Kanjur Marg,34,15
Vasai Road,Charni Road,26,15
Vasai Road,Diva Junction,47,20
Vasai Road,Ram Mandir,21,15
Vasai Road,Matunga,27,15
Vasai Road,Mankhurd,26,15
Vasai Road,Borivali,5,5
Vasai Road,Guru Tegh Bahadur Nagar,31,15
Vasai Road,Mumbai Central,47,20
Vasai Road,Bandra,32,15
Vasai Road,Sewri,15,10
Vasai Road,Vidyavihar,42,20
Vasai Road,Khar Road,35,15
Vasai Road,Kandivli,11,10
Vasai Road,Jogeshwari,47,20
Vasai Road,Cotton Green,26,15
Vasai Road,Panvel,39,20
Vasai Road,Bhandup,47,20
Vasai Road,Naigaon,12,10
Vasai Road,Churchgate,17,10
Vasai Road,Vashi,30,15
Vasai Road,Kalwa,20,10
Vasai Road,Reay Road,48,20
Vasai Road,Mahim Junction,2,5
Vasai Road,Thane,46,20
Vasai Road,Nallasopara,44,20
Vasai Road,Virar,50,20
Virar,Dadar,2,5
Virar,Goregaon,15,10
Virar,Sandhurst Road,13,10
Virar,Dombivli,16,10
Virar,Vikhroli,9,5
Virar,Kurla,12,10
Virar,Grant Road,43,20
Virar,Santacruz,2,5
Virar,Byculla,48,20
Virar,Wadala Road,11,10
Virar,Marine Lines,24,15
Virar,Dockyard Road,50,20
Virar,Ghatkopar,7,5
Virar,Mulund,5,5
Virar,Nahur,38,20
Virar,Thakurli,49,20
Virar,Chunabhatti,20,10
Virar,Mahalaxmi,25,15
Virar,Currey Road,16,10
Virar,Bhayandar,32,15
Virar,Matunga Road,33,15
Virar,Malad,31,15
Virar,Chhatrapati Shivaji Maharaj Terminus,6,5
Virar,Kopar,20,10
Virar,Vile Parle,4,5
Virar,Chinchpokli,13,10
Virar,Kalyan Junction,43,20
Virar,Lower Parel,35,15
Virar,Masjid,40,20
Virar,Mira Road,2,5
Virar,Andheri,1,5
Virar,Mumbra,24,15
Virar,Tilak Nagar,24,15
Virar,Sion,47,20
Virar,Dahisar,13,10
Virar,Prabhadevi,31,15
Virar,Parel,13,10
Virar,Chembur,47,20
Virar,Sanpada,49,20
Virar,Kanjur Marg,17,10
Virar,Charni Road,27,15
Virar,Diva Junction,48,20
Virar,Ram Mandir,22,15
Virar,Matunga,28,15
Virar,Mankhurd,27,15
Virar,Borivali,6,5
Virar,Guru Tegh Bahadur Nagar,32,15
Virar,Mumbai Central,48,20
Virar,Bandra,33,15
Virar,Sewri,36,20
Virar,Vidyavihar,43,20
Virar,Khar Road,36,20
Virar,Kandivli,12,10
Virar,Jogeshwari,48,20
Virar,Cotton Green,27,15
Virar,Panvel,40,20
Virar,Bhandup,48,20
Virar,Naigaon,13,10
Virar,Churchgate,18,10
Virar,Vashi,31,15
Virar,Kalwa,21,15
Virar,Reay Road,49,20
Virar,Mahim Junction,3,5
Virar,Thane,5,5
Virar,Nallasopara,7,5
Virar,Vasai Road,50,20
